gps_point;street;postal_code
43.940895872,4.564758759;Le mourre de montaud;30210
43.970867617,2.7032018730000003;les armayrols;12480
43.083395167,2.714037602;1 la Coumelle;11220
43.635198023,3.966850731;1 CHEMIN DE LA POSTE;34130
43.385621713,3.463982673;PIOCH MARY;34510
43.347466978,3.230859725;traverse de Colombier;34500
43.751639943,4.49586055;Route de Redessan;30127
43.752077408,3.833622848;145, Chemin de Bassac;34270
43.779737256,4.593839351;48 Rue De La Redoute;30300
43.29282676,2.969777315;2 RUE LE PELLETIER DE ST FARGEAU;11590
44.194040726,3.918841351;poulassargues;48160
43.596037953,1.4320949010000001;51 avenue de l'URSS;31400
43.847688303,4.028462931;Chemin De La Tuilerie;30260
43.26879502,2.591239233;DOMAINE DES HOMS;11160
43.85034111,1.866612386;48 rue de la Guillemette;81600
43.728860555,3.9779214510000003;2250 Route De Teyran;34160
43.221245005,2.5050173840000003;Domaine Borie Neuve Domaine Borie Neuve Domaine Borie Neuve;11800
43.599472127,3.437541643;Le mas de Chantemerle;34800
42.82882668,1.565695969;LA GRANGETTE D'EN BAS;09400
43.046378946,2.179156685;10 Rue Du Mauzac;11300
43.507288206,4.166392411;Quai Colbert;30240
43.401924923,3.196989491;23 route de Béziers;34490
44.255804282,3.542939414;Solpérières;48400
43.219953502,0.927182617;"Route d&#39;Aurignac
Boulangerie";31420
44.041942612,4.085195319;305 chemin de camp Galhan;30720
42.90627739,2.727780393;impasse st roch;11350
42.568431313,2.95818133;CHEMIN D'ORTAFFA;66690
43.400156265,2.817671141;clos du gravillas;34360
44.055389135,4.692074427;448 RN 580;30126
44.222855488,2.446701163;LE POUGET;12160
43.321894366,3.048051142;chemin de riviere basse;34310
43.429168764,3.578401617;Le Mourre Blanc;34140
43.165034031,3.020200005;La Clape;11100
43.051882103,2.906373918;3 chemin de moncal;11490
43.232093177,2.03337815;DOMAINE DES MERCIERES;11150
43.779737256,4.593839351;1195 A chemin du Mas de La Tour;30300
43.284234248,1.626431706;10 rue du pradas;31560
43.370418528,3.15386867;Route De Villenouvette;34370
43.360468419,3.547235186;11 bis, rue des Artisans;34340
43.271358589,2.510108547;Le bas;11800
43.108699556,0.7810332130000001;12 chemin de loy;31800
43.284953259,2.812555363;29, rue Courbe;11120
43.175504776,2.787966445;"Château de Luc
1 rue du Château";11200
43.951030423,0.199901667;Château Lassalle Baqué;32250
43.967363293,4.27517859;DOMAINE DE LA TOUR;30190
44.73484341,1.376882168;ZA LA CROIX DE PIERRE;46300
43.051882103,2.906373918;Château de Lastours;11490
43.309295818,3.48413177;17 rue pierre paul Riquet;34300
43.796373485,4.100102057;154 AVENUE DES CEVENNES;30250
43.350887678,2.980628899;"1 Domaine de Pech Menel
D37E";34310
43.313064786,3.399143783;DOMAINE DE MEDEILHAN;34450
44.522369104,3.409146157;42, avenue de la Résistance;48000
44.560206281,2.06886736;ZI LES TAILLADES;12700
43.904355826,4.683236609;"3464 route de Montfrin
BP n°3";30390
43.911614281,4.560844711;"110 Chemin de Blancard
30 Hameau des oliviers";30210
43.574832497,3.398405448;"18
PLACE GEORGES CLEMENCEAU";34800
42.643080213,2.300009004;5 Rue du cadran solaire;66500
43.337696165,2.633094762;17 BIS ROUTE DES MOURGUES;34210
43.33011498,2.6632184260000002;DOMAINE LA ROUVIOLE;34210
43.337696165,2.633094762;9 avenue des Meulières;34210
44.013218996,4.416250746;42 Chemin Du Mas Des Tailles;30700
42.85783321,2.79049003;6 rue du stade;66600
42.820703118,2.507417036;3 ter rue de Lesquerde;66220
43.705254119,2.129971395;Lagardie;81440
44.27259516,4.102193333;quartier de la mairie;30160
43.236305522,3.107191819;Pech-Céleyran;11110
43.652900646,3.936336459;chemin des Mazes - RN 113;34920
43.937378305,3.954963212;9 chemin de Coutach;30610
43.429168764,3.578401617;45 Domaine Du Lac;34140
43.372928934,3.343122333;DOMAINE DE MONTMARIN;34290
43.725108324,3.606098072;2 chemin du bois;34150
44.499914023,1.157897056;277 route de l'Ecluse;46220
43.123058531,0.110928468;423 route de la gare;65200
43.479311302,3.273706654;35 Avenue De Magalas;34480
43.829215492,3.95070599;Mas de Figuier;34270
43.504757859,3.36766451;Chemin de la Mountade;34720
43.097978233,2.092076593;domaine de bordere;11240
43.999630319,4.364829501;Serre de la Cabane;30700
43.270336816,2.934936727;"27 quai d&#39;alsace";11590
43.635198023,3.966850731;chemin de la poste;34130
43.620987218,0.879692871;BD DU NORD;32200
43.897682598,1.781774687;"domaine de borie vieille
379 chemin toulze";81310
43.347888309,2.8253127510000002;Hameau de Cailhol;34210
43.181410076,2.924416979;165 RUE DU PECH REDON;11100
43.304459370000004,3.089373657;1 rue du Presbytère;34310
43.474649421,3.510060528;Domaine Saint Hilaire;34530
43.501009219,0.511779461;LIEU DIT LA CABERTE;32300
44.604417633,3.306962112;les pradels;48100
43.834280438,3.604851855;2 Rue Du Chateau Le Grimpadou;34380
43.332613524,2.51632941;za des courtals;11160
43.309295818,3.48413177;43 quai Commandant Meric;34300
43.409231353,3.512672476;Domaine De Petit Roubie;34850
43.015715358,0.601612613;rue saint Laurent;65370
43.769683846,3.870115659;1, Chemin de la Vieille;34270
43.165034031,3.020200005;Route du Massif de Fontfroide;11100
43.044623333,2.7928342610000003;1 Avenue Saint Victor;11360
43.682149094,4.135918439;177B Avenue Louis Lumiere;34400
43.210458792,2.549490506;32 avenue du Languedoc;11800
44.870397345,3.283808153;ROUVEYRET;48200
43.02051865,2.126242774;Domaine de LARMARTINE;11300
43.916636393,1.886317631;1495 route de Cordes;81600
43.504757859,3.36766451;"Mas Gabriel
9 avenue de Mougères";34720
43.844657847,4.3475910110000004;"Domaine de Villary
8938, route de Saint-Gilles";30000
43.090072325,2.949143672;CHATEAU DE L ILLE;11440
43.966531747,3.9983790260000003;"214 Chemin de l'Ancien Prieure
Mas de l'eglise";30610
43.28244228,-0.10640466100000001;1 cami de pasquine;65320
44.276766686,3.736218081;Les Felges;48400
43.214898429,3.175618889;10 Place du Languedoc;11560
42.720402404,2.6236771240000003;CHATEAU DE CALADROY;66720
44.03496649,4.242393939;370 Montée De Pissevin;30360
44.00940389,4.244370658;1 rue mistral;30190
42.614871867,2.430684568;11 rue des Courrioulettes;66500
43.87882603,0.260343198;Lieu dit Charpenties;32330
43.724450775,2.321799848;Ancienne Ecole-Les Fournials;81360
43.106221019,2.131705778;RD 623;11240
43.179287924,0.019579975000000003;Pyrène Aéropole;65290
43.468122358,3.091318538;BORIE LA VITARELE;34490
42.683900311,3.010904692;78 BOULEVARD TIXADOR;66140
42.677544713,2.795013918;916 route de Perpignan, Lieu dit Sainte Eugenie;66270
43.494207907,3.723271944;ZAE Saint Michel 3, Allée Gustave Eiffel;34770
42.606423197,2.820057575;Traverse de Thuir;66300
43.684740378,3.928709476;35 Rue Du Jeu De Mail Appartement B25;34820
43.096002435,2.604200077;DOMAINE CHATEAU DE PECHLATT;11220
43.103602213,3.081876506;19 Boulevard de La Corderie;11430
43.540031171,3.000384115;LE VILLAGE;34390
43.450522306,3.625995737;zone conchylicole Est;34140
43.657805591,4.407426996;372 Route De Montpellier Domaine Du Petit Saint Andre;30800
43.42362519,3.029153384;22 avenue de St Bauléry;34460
43.749532227,4.145907728;12B ROUTE DE CONGENIES;30250
43.68629534,0.006091905000000001;lieu dit A Thomas;32400
43.201263792,2.204570916;1 Avenue Des Vignerons;11290
42.699215168,2.6899280560000003;6 route de Corneila;66170
43.258164596,3.227078708;Domaine le Nouveau Monde;34350
43.309295818,3.48413177;Quai du commandant Méri;34300
43.096002435,2.604200077;Domaine de Mirailhes;11220
43.44813198,3.749580097;ZIA DU BARNIER;34110
43.265225733,2.174803002;LA PUJADE;11170
43.411168792,2.078144753;1 chemin d'en BOSC;81540
43.918713388,3.802090236;Route Departementale 108;34190
43.285543796,1.920177148;Domaine de Bordevieille;11400
43.953520502,3.852736818;Zam Tapis Vert;30170
43.877095689,4.554271156;"Route de Redessan
Pazac";30840
43.457899324,3.135240891;12, avenue Edouard Bonnafé;34490
43.980508531,4.015688361;CABRIERES;30610
44.588325071,3.254278276;Avenue de la Méridienne 3 impasse du géant;48100
43.655916955,4.112473707;286 Route De St Nazaire;34400
43.463290067,3.415988682;Ancien chemin de Caux;34120
43.347466978,3.230859725;10 RUE PAUL HEROULT;34500
42.643305566,2.758581736;AVENUE DES CORBIERES;66300
44.065708318,4.731038396;RTE DE ROQUEMAURE;30150
43.737033226,4.233354398;ZA LES COUDOURELLES-RN 113;30310
43.445420974,3.657595323;27 av mas du general;34140
43.492281954,3.438155894;2 Avenue Wladimir D'ormesson;34120
44.558072056,1.341121014;Terrie;46150
43.347960858,2.853529202;1 Place De La Vieille Porte;34210
43.179962504,2.611831566;36 avenue des corbieres;11700
43.179287924,0.019579975000000003;"ZONE PYRENE AEROPOLE
ROUTE DE LOURDES";65290
42.458957376,2.039379416;7 avenue des comptes de Cerdagne;66800
43.989412540000004,4.076377392;12 , route des cotes;30350
43.844657847,4.3475910110000004;ROUTE DE SAUVE;30900
43.507221197,1.354368386;5 Allée De Fraixinet;31120
43.457635463,3.299816331;30 avenue Georges Guynemer;34290
43.657805591,4.407426996;mas de la courbade;30800
43.640292412,4.035800278;Domaine de Moulines;34130
44.324799981,1.490913852;Garric Beau;46230
43.844657847,4.3475910110000004;1 chemin Mas de Campagne;30900
43.771235158,4.28343223;"Mme Couderc Céline
Mas Des Genêts Puech De La Roque";30620
43.661307259,3.469014257;171 Chemin de Labiras;34725
43.272987263,3.297134831;1 Chemin Rural N°27 Route De Vendres;34410
43.075584201,1.496439826;La Sestiere;09120
44.125130044,4.088567807;1675 chemin de trespeaux;30100
43.429168764,3.578401617;ROUTE DE MARSEILLAN;34140
44.026307825,3.382056588;2, Rue du Moulin;12230
44.605831588,2.881581238;Auriech;12470
44.022262753,1.364081417;621 CHEMIN DE BARTETE;82000
43.392455396,3.400710702;route de Valros;34630
43.702512268,3.466178554;"5
Avenue NOEL CALMEL";34725
43.751639943,4.49586055;"Chemin de Sautebraut
Domaine Sainte Marie des Costieres";30127
43.69352539,2.860553903;CANDOUBRE;81320
43.874648764,4.500537198;RN 86 chemin de labassan et Roule;30320
43.618049945,4.063879251;Complexe la Gastade;34130
42.53753015,2.094025364;2 CARRER DE LA QUILLANNE FERME DU RIALET;66210
42.679355887,2.945592766;ZA Mas Guerido;66330
43.779737256,4.593839351;1055,chemin MOURGUES DU GRES;30300
42.585848942,2.864649426;Rue des Artisans;66300
43.441398131,2.963203182;1 Chateau Du Prieure Des Mourgues;34360
43.566769432,3.5053351150000003;70 avenue Notre Dame de Rouviège;34230
43.72381651,4.359105675;RUE EMILE BILHAU;30510
43.157661251,1.3729059380000002;Ferme de Mallosseves;09130
43.500566166,3.593696557;"MAS ST FARRIOL
ROUTE DE LOUPIAN";34560
44.552035798,3.676554379;l'Altaret;48190
43.347466978,3.230859725;Miellerie Le Rucher De Montimas L'oustalet Chemin Rural N°68 Route De Bessan;34500
43.103602213,3.081876506;"21 rue de l'Hypocampe
Zone Artisanale des chalets";11430
44.147634516,3.685494398;Mas du Fesc;30940
43.429168764,3.578401617;14 CHEMIN DE LA ROUQUETTE;34140
42.619188972,2.494123595;cami del francalou;66320
43.119697355,0.726675112;16, Rue Olivier de Serres;31800
43.270336816,2.934936727;ZI DE TRUILHAS;11590
43.117655664,2.184346138;1 Boulevard du Chateau;11300
44.022262753,1.364081417;200 AVENUE DU PORTUGAL;82000
43.337696165,2.633094762;CHATEAU MARIS;34210
44.041721132,4.756730953;1 rue des vignerons;30150
42.696441301,2.898977872;"ZI St Charles
5 rue Lavavasseur";66000
43.735918122,4.264342477;"DOMAINE DE LA CADENETTE
CHEMIN DES CANAUX";30600
48.877115696,7.27100335;1 RUE DE LA DIVISION LECLERC;67290
44.82893527,2.704969728;Lieu dit Cussagols;12600
43.550667606,2.128962763;662 Chemin de Soulet;81580
43.661307259,3.469014257;15 avenue Marcellin Albert;34725
43.787778431,3.773953601;Chemin de la Liquière;34380
43.474649421,3.510060528;ROUTE DE GIGNAC;34530
43.695988705,4.3224648420000005;DOMAINE DE CALET;30640
43.807757562,0.224971845;RUE PRINCIPALE;32190
43.697370672,4.037666619;111 chemin des pierres;34160
43.179962504,2.611831566;126 avenue des Corbières;11700
43.468122358,3.091318538;Lieu-Dit Fonsalade;34490
43.37693475,3.046634915;28 RUE BEL AIR;34620
43.88383814,4.110119577;"165 Chemin du Mas de Reilhe
Mas de Reilhe";30260
43.435599633,3.470732215;32 avenue de Pezenas;34120
44.520921294,3.093516793;Noubloux;48340
43.82885322,1.496499902;1185 route des chateaux;31340
44.342670995,3.890622143;Clamens;48220
43.908161742,1.60921848;PEDELOUP;81630
43.347466978,3.230859725;Ancienne route de Bédarieux;34500
43.307330447,2.8299129130000003;Route de Bize;11120
43.596037953,1.4320949010000001;146 et 200 avenue des etats unis,MIN toulouse, boite 7, local 3 occitaflor;31200
43.937626385,4.656381874;431 ROUTE DE SIGNARGUES;30390
43.657805591,4.407426996;194 A Petit chemin d'Espeyran;30800
43.831736849,4.093843416;2600 domaine de guyot;30250
42.815401378,2.61294475;13 Rue Pierre Curie;66460
42.820703118,2.507417036;Chemin de Bayra;66220
43.281126097,3.112383369;route de Salles d'Aude;34440
44.011626444,3.183654857;Zone Artisanale Millau-Sud;12230
44.844612962,3.111661916;lieu dit chabriès;48310
43.347466978,3.230859725;2 avenue Joseph Lazare;34500
43.132962214,2.653550229;25 av de la Promenade;11200
43.831151987,3.881420005;Domaine du Mas de lOncle, Route de Montpellier;34270
43.446940785,3.690700903;1 RUE DU MONT SAINT CLAIR;34540
43.311337823,2.910488603;10 AVENUE PIERRE DE COUBERTIN;11120
43.379729229,3.263406087;2 Rue Theophile Gautier;34760
42.820703118,2.507417036;DOMAINE D ESPERET;66220
43.187559871,2.456950225;2 RUE DU MONT ALARIC;11800
43.209415595,2.343422135;Route de Saint Hilaire;11000
42.778933018000004,2.8768525250000003;2 rue De La Salanque;66600
44.487323953,3.532991088;Langlade;48000
44.662518421,2.148740694;près de la grange;46270
44.154185002,4.687991986;"LE SABLAS
896, CHEMIN DE FORCE MALE";30200
43.596037953,1.4320949010000001;10 rue Paule Raymondis;31200
44.354970391,4.018205792;Plaveysset;30450
43.201263792,2.204570916;Domaine de Corneille;11290
43.114061037,0.8698364380000001;21 DEP 817;31360
42.600462526,2.9714856210000002;42 Impasse Rovira Le Jardin Des Metiers D'art;66200
43.657457653,3.295728994;26 rue de la Vialle;34800
43.674670641,3.53273858;Chemin de Saint Etienne;34150
43.187388933,3.089015254;Route de Narbonne-Plage;11110
43.596037953,1.4320949010000001;Chez Audeo Experts, 272 Route de Launaguet;31200
44.267815146,2.925185379;Les Vialettes;12780
44.266281403,4.514023062;"1459 Rte Dép Nord
Lou Pas d'Estrech";30760
43.249605454,2.366056227;ZONE INDUSTRIELLE;11620
43.209415595,2.343422135;22 PLACE SAINT-GIMER;11000
43.474649421,3.510060528;L HORTEVIEILLE;34530
44.600689761,2.31056563;le courbies;12300
43.798514579,4.010515721;2, chemin des Verriers;34160
43.723861271,0.593345761;GRAND COMTE;32810
43.201263792,2.204570916;Chemin de la Malepere;11290
42.872905226,1.420836754;La Ferme de Souegnes;09320
43.05778681,1.206512236;Beret;09230
42.96127233,2.871147707;7 rue du parc;11360
43.323098827,1.960655389;11 Rue de Dunkerque;11400
42.639843299,2.910519202;1 Route De Theza;66180
43.550541316,4.184188614;MAS DES MARAIS ROUTE DU BOSQUET;30220
42.778933018000004,2.8768525250000003;"ZAE  Las Solades
11 avenue du Fenouil";66600
43.347466978,3.230859725;Route de Murviel;34500
43.516956532,3.8029795809999998;135 CHEMIN DE LA TIEULIER;34110
43.291254917,3.254059924;Route de Beziers;34410
42.778933018000004,2.8768525250000003;"13 avenue Alfred Sauvy
Mas de la Garrigue Nord";66600
43.996009175,4.213269295;rue du puits de descarses;30190
43.537982509,3.45846446;20, Rue des Pins;34230
43.214898429,3.175618889;Domaine De Mire L'etang  Route Des Vins;11560
43.221245005,2.5050173840000003;DOMAINE LA GRAVE 0 D 535;11800
43.657805591,4.407426996;"Chemin des Cassagnes
Route de Générac";30800
43.683376049,3.592224268;24 Avenue de Gignac;34150
43.40549152,2.988287853;9 rue Saint Baulery;34360
43.730812428,3.65262282;969, Chemin De Fontmejeane;34380
48.872724688,2.312557715;56 RUE GALILEE;75008
43.214898429,3.175618889;"Route de Saint Pierre La Mer
CR 438";11560
43.468846887,3.174801286;7 COURS JEAN MOULIN;34480
43.682683118,4.08415587;178 Z.A. du Roucagnier;34400
43.000422992,1.129404844;"ZI DU COUSERANS
LORP";09190
43.454562715,0.220551347;Au Château;32230
43.329764253,2.871298132;4 Hameau De Cabezac;11120
42.796680046,2.822094634;Chemin de Montpins;66600
44.035804337,4.299229636;378 avenue de l'Europe;30700
43.400156265,2.817671141;domaine de barroubio;34360
44.252882927,1.005459677;Les Lieux;82190
44.009320427,4.69279273;LE PALAI NORD;30126
43.076530566,1.164389223;"Le Cloumet
Hameau de Joulia";09230
43.918713388,3.802090236;"Lieu-dit Familongue
RD 108
34190 Montoulieu";34190
43.051882103,2.906373918;Domaine de Mattes;11490
43.20540778,2.459776321;19 rue des Jonquilles;11800
43.273886088,2.6567986340000003;10 AVENUE DES CATHARES;11700
43.341197687,0.41885302100000005;Peymarchand;32170
43.972634965,4.599829451;20 avenue Paul Blisson;30210
43.702512268,3.466178554;1 place saint roch;34725
43.697370672,4.037666619;CHEMIN DE LA LAUNE;34160
44.169138067,2.966579597;ZA DES CLAPASSOUS;12620
43.61335437,3.8692640540000003;629 avenue du Pr Emile Jeanbrau;34090
42.677544713,2.795013918;RD 37;66270
43.48116613,3.217232819;DOMAINE DU MOULIN DE LENE,;34480
43.49870426,2.950043462;1 AVENUE DES MIMOSAS;34360
43.844657847,4.3475910110000004;"Mas Petit
1742 route de Generac";30900
44.221728054,3.810382931;Le Village;48370
42.6327704,2.826257004;3 RUE DE LA TRAMONTANE;66300
43.329764253,2.871298132;23 Hameau de Cabezac;11120
43.801874888,3.862306734;Boisset;34270
43.669286067,3.863198375;107 chemin de la Jasse;34980
43.321894366,3.048051142;46 cours belfort;34310
43.421209287,2.931850471;Clos bagatelle;34360
43.360468419,3.547235186;Domaine de Bel Air;34340
43.929883935,2.5626869709999998;MIALET;12550
44.331104561,2.632862871;Parc d'activité d'Arsac - 54 allée Durand de Gros;12850
43.539913581,3.333113555;17 MONTEE DES REMPARTS;34320
43.625626772,4.305879996;Gallician;30600
44.022262753,1.364081417;2250 route de St Etienne de Tulmont;82000
43.463290067,3.415988682;32 rue Conti;34120
43.551948092,-0.056281524000000006;chemin de las techeneres;65700
43.14620318,2.798273389;16 ROUTE DE FERRALS;11200
42.980494691,2.74761188;1 CHEMIN DU COL DE LA SERRE;11360
43.103602213,3.081876506;Route Bleue;11430
43.474649421,3.510060528;15 bis rue du 11 Novembre 1918;34530
42.699215168,2.6899280560000003;Mas Saint Pierre;66170
42.622816853,2.951781414;3, rue du Chateau;66200
43.181410076,2.924416979;11 RUE DU VEYRET;11100
43.829215492,3.95070599;2 route du moulin à vent;34270
43.916636393,1.886317631;6 rue de bezelle;81600
43.584948574,3.802111823;5 rue de la prade- zi sud;34880
43.68869789,3.979726316;Domaine Saint Jean de l'Arbousier;34160
43.283673615,2.89663582;Domaine de l'Herbe Sainte;11120
43.728860555,3.9779214510000003;MAS D'ARCAY 1080 route de Beaulieu;34160
43.233026898,2.6773355199999997;Rue des Jardins;11700
42.94661747,1.962692549;1 campbigou;11230
44.030718773,4.682449953;110 CHEMIN DE LA FILATURE;30126
43.7939161,3.480888035;51 Grand Rue;34520
44.552035798,3.676554379;RANC Christophe;48190
43.831151987,3.881420005;80 IMPASSE PUECH CAMP;34270
43.000422992,1.129404844;Pont du Baup;09190
43.635350393,4.117454458;"591 CHEMIN DE LANSARGUES
LES BARLANDES";34400
43.363313924,2.721319851;Mayranne;34210
42.965514216,2.994909594;1 RUE DES CORBIERES;11480
43.177539691,2.836540512;Route de Narbonne;11200
42.513007685,3.072648992;Place Orphila;66190
43.657805591,4.407426996;367 Chemin De Mérieux Quartier Espeyran;30800
43.716783266,4.172101735;1 grand rue;30660
43.639492103,3.5739775099999997;Mas de Navas;34150
43.049972342,2.2391332520000002;3 CHEMIN DE RONDE;11300
43.597669415,1.553731069;15 route nationale 126;31130
43.694085945,3.546427321;866 route de gignac;34150
43.829215492,3.95070599;14 Chemin des Cammaous;34270
43.577674125,2.120123961;4 chemin de la métairie haute;81580
42.533927805,2.709189335;"pavillon n°1
11 rue de l Orme";66400
44.636401195,3.864965316;Route de Nimes;48250
43.446940785,3.690700903;30 RUE DES TRIMARANS;34540
43.397636911,3.099410108;20 rue Voltaire;34370
42.820703118,2.507417036;20 RUE PAUL DELMAS;66220
43.351311868,3.102321113;Avenue de l'Europe;34370
43.465443792,1.996737712;chemin de belloc;31250
44.000893315,3.823515613;"Lieu dit Les Fourniels 
Route de Colognac";30170
43.506571418,2.500876122;12 AVENUE DU BANQUET;81240
43.391754096,3.645303295;Siege Social 142 Grande Rue Haute;34200
44.312383435,4.34874559;1, Route Mas de Bonnaure;30430
43.474649421,3.510060528;1 Rd613;34530
44.414125303,1.968198617;Les Fargues;12260
43.857252813,3.876855727;Les Embruscalles;34270
43.360468419,3.547235186;Mas De Montpénèdre;34340
43.486303311,3.803940534;30, Chemin de la Poule d'eau;34110
44.824232266,0.23351117600000001;ZAE de l'Arbalestrier;33220
43.702512268,3.466178554;22 rue du Portail;34725
43.500566166,3.593696557;Domaine d'Hondrat;34560
43.624109751,3.795734259;Route De Laverune;34990
43.550033762,3.226550853;11 CHEMIN DE L'AIRE;34320
43.688923031,3.809875247;23 rue de la colline;34980
43.751639943,4.49586055;"clos des Boutes
Route de Jonquières";30127
43.532627075,3.6724658100000003;15 rue Gelibert;34560
44.178881723,2.514613022;Plaisance;12120
42.8427984,2.025744893;prats de dejoux;11340
42.85783321,2.79049003;44, rue Joffre;66600
43.44813198,3.749580097;50 CD Port de commerce de Frontignan;34110
43.214898429,3.175618889;3 Rue Jean Jaurès;11560
43.5101808,1.198806816;179 rue Rene Zago;31470
43.673995909,3.478702552;125 ROUTE DE ST ANDRE;34725
43.474649421,3.510060528;Mas du Novi, RD5,  route de Villeveyrac;34530
44.447636834,2.028472055;LE BOIS DE FUMAT;12260
43.68682806,3.842969964;425 AVENUE ST SAUVEUR DU PIN;34980
43.131173395,1.694136768;Marly;09100
43.636956425,4.08287962;2 Avenue Marius Ales;34130
43.132946244,0.964106949;las commères;31260
43.347466978,3.230859725;Vc 9 510 Traverse De Colombiers;34500
43.534573652,3.122249509;LA LIQUIERE;34480
42.963563233,2.2809531610000002;LA TUILERIE;11190
43.518304172,3.264444507;5 BIS CHEMIN DE LA RAUZIERE;34320
42.961693007,2.116074575;1, rue de la Matalino;11300
43.550541316,4.184188614;domaine du petit chaumont;30220
43.61335437,3.8692640540000003;371 avenue du marché gare;34070
43.416371321,0.364648955;monplaisir;32170
42.85783321,2.79049003;16, Rue de la Révolution;66600
43.203451366,1.763186341;Le Filhol;11420
43.626767388,4.148204568;"Le Peyron
Route de St Laurent d'Aigouze";34590
43.866862506,4.034861517;Route De Sommieres;30260
42.666163055,2.492752695;Place de la fontaine;66320
42.96532903,1.610242138;32 avenue Général de Gaulle;09000
43.634979706,2.329727371;8 av de la grande armée;81100
43.779737256,4.593839351;Mas d'Arahc;30300
44.224020687,4.631650272;260 chemin du romanet;30130
43.989412540000004,4.076377392;24 Mas Flavard;30350
43.391754096,3.645303295;Quai de la Consigne;34200
43.661952364,3.8865815340000003;BP 34;34830
44.014972736,4.088802688;27 Chemin du Bois;30350
43.672192358,3.778904511;Domaine De La Jasse;34980
43.055942341,2.092016241;domaine de soustrobe;11300
43.769683846,3.870115659;Domaine de Saint Agnès;34270
43.540286834,3.702724923;chemin dit de la bruyère;34660
43.37693475,3.046634915;7 Ter Route De Cazedarnes;34620
43.445420974,3.657595323;12 avenue Alfred Bouat;34140
43.465443792,1.996737712;Route de Castelnaudary;31250
44.470721966,1.355445379;La Prade;46140
43.429168764,3.578401617;LIEU DIT LA FELINE CD18;34140
43.165034031,3.020200005;16 rue JACQUARD;11100
43.429168764,3.578401617;6 imp l'Embatut;34140
43.593159424,4.004657532;Cd 112 Route De Vendargues;34130
42.534888566,2.319375252;le village;66360
44.051225887,4.13452121;ZA Mas David, Chemin du cimetière;30360
43.13551166,2.160753107;chemin de moscou;11300
42.705317875,2.764567484;Mas averos;66370
43.559835792,2.470742549;Le Village;81240
44.055389135,4.692074427;5 Impasse Du Château D'eau;30126
43.049972342,2.2391332520000002;1 Domaine De Flassian;11300
43.355986306,2.21784948;La Lèbre;11310
43.625626772,4.305879996;Mas Des Clairettes;30600
43.569069825,3.707145303;6, Plan de la croix;34660
44.041721132,4.756730953;Bp 15 Chemin De Lirac;30150
43.657805591,4.407426996;Mas Saint-Benezet;30800
43.843081863,1.935564467;81 RD 964 GAMOT;81600
43.500566166,3.593696557;326 chemin du sauze;34560
43.775515905,4.082501166;2 RUE DE L'ARNEDE;30250
43.661307259,3.469014257;21 Bis Avenue Marcelin Albert;34725
42.782555947,2.373485962;Lieu dit Terre Forte;66220
43.309295818,3.48413177;"11-13 rue Pierre Paul Riquet
BOX 4
ZI des Sept Fonts";34300
43.69352539,2.860553903;Avenue de languedoc;81320
43.48552461,0.346264795;LORAN;32300
42.796680046,2.822094634;2 lieu dit las sedes;66600
44.006578476,2.030203197;55 chemin de la cardonnarie;81130
42.637486625,2.872869187;3 rue Ludovic Massé;66450
43.249815718,2.797007233;Château Tourril;11200
43.925846212,2.147453419;252 avenue Albert Thomas;81000
43.532627075,3.6724658100000003;777 CHEMIN DES ROMAINS;34560
43.494207907,3.723271944;Za La Clau;34770
43.445420974,3.657595323;Lieu Dit Le Bourdou Bp N°2;34140
43.030054245,2.669622022;6 Place Fontvieille;11220
43.569206252,3.183484732;2 rue droite;34600
42.820703118,2.507417036;4,Avenue Jean Moulin;66220
44.178881723,2.514613022;Plaisance;12120
43.610499377,3.5587164319999998;chemin du peyrou;34230
43.271358589,2.510108547;12 route d'Aigues Vives;11800
43.860658156,0.105575395;Laguille, Saint-Amand;32800
43.518304172,3.264444507;Route de Fouzilhon;34320
43.313064786,3.399143783;Route de Béziers;34450
42.628067275,1.8346360700000002;Place de la Mairie;09110
43.421209287,2.931850471;Lieu dit Bramefan;34360
43.500566166,3.593696557;25 ROUTE DE CLERMONT;34560
44.03496649,4.242393939;411 LE ROCAMP SUD;30360
42.745702722,2.805480492;13 ALLEE LA PART DES ANGES;66390
43.321894366,3.048051142;Domaine de Bel Air;34310
42.778933018000004,2.8768525250000003;4 rue Gauguin;66600
44.011943635,4.193111484;La Vessane;30360
43.429168764,3.578401617;Lieu dit les Amoutous;34140
43.291254917,3.254059924;CHEMIN DE LA VISTOULE;34410
43.03899812,2.160919898;9 impasse du Pla;11300
43.593159424,4.004657532;"MAS PIERRE BLANCHE
CHEMIN PEYRE BLANQUE";34130
43.02401843,1.079753911;"Lieu dit Niart d&#39;en Haut";09160
43.092885522,2.849081437;16 rue de l'Ancienne Poste;11200
43.328259414,3.113994021;Domaine du Bosc;34310
43.830126099,0.768637813;Au grand Sauzens;32380
43.584948574,3.802111823;Route de Juvignac;34880
43.505649142,3.010770251;62 Avenue Des Orangers;34460
43.64008152,3.36060211;LIAUSSON;34800
43.48116613,3.217232819;"domaine les affanies
domaine du rouge gorge";34480
43.828157602,4.557698025;351 route de comps;30300
43.672192358,3.778904511;Mas de Fourques;34980
43.251233398,2.313909085;Domaine de paretlongue;11610
43.457635463,3.299816331;"DOMAINE SAINT-GEORGES D'IBRY
DIRECTION COULOBRES";34290
